id, date, time, views, author, message
493,2016/03/09,11:21:42 AM,666,الزعيم عفاش بجم الوطن,شاهد|قناة اليمن اليومالجيش واللجان يحاصرون المرتزقة في الحزم بالجوف ويدكون تجمعاتهم في المجمع الحكوميانصار الزعيم عفاش
494,2016/03/09,11:21:56 AM,666,الزعيم عفاش بجم الوطن,شاهد|قناة اليمن اليومالزعيم صالح يثمن ثبات وصمود قواعد المؤتمر وأنصاره في مديريات طوق صنعاءانصار الزعيم عفاش
495,2016/03/09,11:22:26 AM,877,الزعيم عفاش بجم الوطن,فيديو: النائب الكويتي رئيس المجلس الدوليد.عبدالحميد دشتي ..يفضح جرائم العدوان السعودي وخاصة في حق أطفال اليمن أمام مجلس حقوق الانسان..جنيف#حفظ_الله_اليمن_وشعبه_العظيمÝī■شبكةاليمناليومhttps://ⓣelegram.me/QueenAlavascheh
496,2016/03/09,11:23:50 AM,3.9K,الزعيم عفاش بجم الوطن,🏻🏻🏻🏻🏻 ‏ ‏ شاهد | عجز قوى الغزو ومرتزقتهم والتحشيد إلى #مأرب 08-03-2016                                  النجم الثاقب telegram.me/alnajm_althaqb
497,2016/03/09,11:24:14 AM,3.9K,الزعيم عفاش بجم الوطن,🏻🏻🏻🏻🏻 ‏ ‏ شاهد | زيارة ميدانية لقناة المسيرة إلى مديرية حيفان بمحافظة #تعز 08-03-2016                                  النجم الثاقب telegram.me/alnajm_althaqb
498,2016/03/09,11:31:36 AM,5.3K,الزعيم عفاش بجم الوطن,عبدالباري عطوان: مقتل 3000 جندي سعودي منذ بدء الحرب على اليمن
499,2016/03/09,11:31:48 AM,5.3K,الزعيم عفاش بجم الوطن,مصادر :انخراط أوروبي/ألماني في "مساع متراكمة" مع مبعوث الأمم المتحدة "لبلورة قاعدة تفاهمات" بين الرياض وصنعاء
500,2016/03/09,11:32:04 AM,5.3K,الزعيم عفاش بجم الوطن,مصادر عربية في نيويورك  : الأفكار المطروحة تمهد بخطوات، منها وقف الغارات الجوية والنيران عبر الحدود اليمنية السعودية
501,2016/03/09,11:32:20 AM,5.3K,الزعيم عفاش بجم الوطن,نيويورك: السعودية تبحث عن "صيغة تسوية" خارج قاعة مجلس الأمن بشأن ‏اليمن تفاديا لصدور قرار جديد
502,2016/03/09,11:32:26 AM,5.4K,الزعيم عفاش بجم الوطن,عاجل:اطلاق صاروخ بالستي نوع قاهر 1 على معسكر تداوين للمرتزقة في مأرب
503,2016/03/09,11:34:10 AM,2.7K,الزعيم عفاش بجم الوطن,داعية سعودي: حزب الله سيجلد طغاة الأعراب وعلى رأسهم سلمان#متابعات | 8 مارس | #المسيرة_نت: شن الداعية السعودي محمد العنزي هجوماً عنيفاً على أسرة آل سعود ودول الخليج التي صنفت حزب الله “منظمة إرهابية”. واعتبر العنزي قرار مجلس التعاون “وصمة عار على جبين الملك سلمان وبني سعود وجميع الدول العربية في الخليج”. وفي تغريدة له على موقع التواصل الإجتماعي “تويتر” شدد العنزي على أنه لا أحد يقبل بمثل هذه الإهانة إلا من كان “صهيو عربي”، مضيفا أن قرار ادراج حزب الله كمنظمة إرهابية هو قرار صهيوني. وقال العنزي “لا يوجد مسلم شريف، بل لا يوجد إنسان شريف أيا كان دينه يقبل بمثل هذه الإهانة، فالسعودية مصدر الإرهاب الوهابي بالعالم باتت تحدد من هو الإرهابي”. وتابع: “يا آل سعود الغضب الشعبي والعربي والإسلامي بسبب خيانتكم الكبرى لقضية فلسطين وتحالفكم مع نتنياهو لن ينساها التاريخ السعودية باتت شر دولة.. إن اعتقدت يا سلمان بأن جميعنا نتبع مزرعة آل سعود التكفيرية فأنت واهم، فرجال الله هم الوعد الصادق ونصر الله سيبقى شوكة برقابكم الى يوم الدين.. الخسائر الفادحة والمتتالية لداعش بالعراق وسوريا كسرت شوكة آل سعود أحفاد مردخاي اليهودي ولذلك جرموا حزب الله كنوع من الانتصار الوهمي”. وأشار العنزي إلى أن “الحقائق بالميدان تؤكد سحق الحشد الشعبي لداعش بالعراق وكذلك سحق روسيا والجيش السوري لداعش بسوريا وداعش هي امتداد للفكر الوهابي السعودي، وإن ظن سلمان وباقي الرعية بالخليج بأننا معهم بمعركتهم ضد حزب الله فهم واهنون (واهمون) بل مغيبون عن الواقع فنحن عشاق المقاومة مع نصرالله حتى الشهادة، وكما مرغ السيد نصرالله أنوف الصهاينة سيمرغ أنف سلمان(..) وآل سعود والأيام بيننا ستهزمون وستسحقون”. وختم العنزي قائلا: “عندما يقوم حزب بهز جميع قادة العرب وجيوشهم وشعوبهم، فاعلموا بأنه حزب ولد لينتصر ويجلد طغاة الأعراب وعلى رأسهم سلمان”. جدير ذكره أن العنزي كان يشغل منصب إمام مسجد ابو يوسف في العاصمة الرياض وقد سجن عدة مرات نتيجة معارضته نظام آل سعود.#شـــبــــكة_العـــٓودّ_الاخـــبــــاريـــة_             تيليجرام      _________________ⓣelegram.me/AccustomNews
504,2016/03/09,11:34:32 AM,2.7K,الزعيم عفاش بجم الوطن,المؤتمر الشعبي العام يرحب بكل جهود تبذل لإيقاف العدوان والحرب على الوطنمكتب رئيس المؤتمر: المؤتمر يقف مع أي جهد يبذل لإيقاف العدوان والحرب على اليمن وإيقاف كل أنواع الاقتتال الداخلي في كل ربوع الوطن بما في ذلك ايقاف الأعمال العسكرية في الحدود المشتركة بين بلادنا والسعوديةمكتب رئيس المؤتمر: المؤتمر ضد الحروب مهما كانت ومن أي طرف كان والقبول بالسلام لا يعني الإستسلام أو الخنوع ولا التخلي عن حق شعبنا في الدفاع عن نفسه وعن وطنه الذي يتعرض لأبشع أنواع العدوان والحصارمكتب رئيس المؤتمر: الجنوح للسلم والحوار قد يزعج الكثير من المنتفعين والمتمصلحين الذين لا يريدون وقف العدوان والحرب حتى لا تتضرر مصالحهم التي لاشك أنهم سيفقدونها بإحلال السلام#شـــبــــكة_العـــٓودّ_الاخـــبــــاريـــة_             تيليجرام      _________________ⓣelegram.me/AccustomNews
505,2016/03/09,11:36:22 AM,4.5K,الزعيم عفاش بجم الوطن,#عدن: مقتل ممرضة بمواجهات قصر #المعاشيق وسقوط قذائف هاون على مناطق في #كريتر
506,2016/03/09,11:40:16 AM,5.2K,الزعيم عفاش بجم الوطن,قصيدة للشاعر السعودي خالد الفيصل في عاصفة الحزم يليها جواب شاعر نهم عباد ابوحاتم••• ((قصيدة خالد الفيصل)) •••جرب  الغضبات  يا  جاهــل  زعلناتحسب  ان الحلم  ضعفاً  يلتحبنيما استعبت الدرس مـن  سابق زمناكم  تحملنا  مــــــن  الغاشم  تجنيثم  ردينــــا  عليــــه  الصــــاع  طنالين جـــاء يرغي  عقب  ماهو  يغنيو يوم صاح الجار  قمنا  و استجبناو السعودي  بالمــواقف  مـــا  يمنيالسعــــودي  لاتــنـــادو  قــــال  حناومن طعن ارض الوطن رمحه طعنيجاك  رد  الفعل  يا  مهــــــدد  وطناخذ  جواب  الحرب  دامك  تمتحنياحتزم   سلمـــان  بالحزم  و حزمناوهدت  صقورٍ  تســَــــابق  يذبحنييوم  سلمان العــــرب  ينهض  وثبناو كل  قرمٍ  قال  انا  كلـي  و  منييا  رفيـع  الراس  يا  صفوة  عربناضربتك  وحده  و  تفصل ما  تثنييوم  ناديت  العرب  كلــــن  سمعناالعـــــرب  تحتـــاج  مثلك  بالتمنيالعرب  تبغا  تسير  الـــدرب  معناسر  تراك  بكل  عين  و  كل  ظني••• (( جواب شاعر نهم عباد ابوحاتم ))•••------------------------------------قال  ذي  لاقــــــال  قوله  ماتثناجوبي  يا بندقي  للخصم  عنيخبريه  إنا  هلا  الطـــولات  وإناما نهاب الطائرة يا ميـــج  حنيشعبنا شعب الآباء شامــخ علمنالا تقل جني نجي لك الف  جنيوالله  إنا  ما  نهـــاب  الموت  لناظننا  بالله  به  ما  خــاب  ظنيعاشقين  المـــوت  لا  مثلك  تجنانردع  العدوان  و نــرد  التجنيترخص الأروااح  لجلك يا  وطناون  قتلنا  زغردي  يابيض  هنيالشهــادة  عـــــز  غاية  ما  تمناون حيينــا  باتشوف الويل  منيعاصفتكم  ما  تزعزع  طفل  منابايجيك  الرد من  زيدي  و سنينلتقي  فالمعـــركة  يا  من  جهلناباتذوق  المــر  دام  أحرقت  بنُيما  يفيـــدك  وقتهــا  حنا  و حناوالله ان ترحل من الطايف مدنياسئل اهل  الجابري  يفتوك  عناالمعـــارك  لعبتي  و الحرب  فنيمثلنا  كالنجــم  مثلك  ما  يصلناانت بس اشعـــر وراشد بايغنيقد حلفنا  إيمان  ما  نخذل  يمنايا معابر  بندقي فالحـرب  شنيانت قرن إبليس يظهـــر في زمناعبد  للشيطـــان  وا بنه  بالتبنيبانطوف البيت داام إحنــا عزمنايومهـا غبني على سلمان  غبنيبالبنادق  و  المعـابر  في  حزمنابانسني  كل  عوجـــاء  بانسنيصادقين  الفعل  ماقد  يـوم  خنابانواجه  يا  طحنتــه  يا  طحنيفي  سبيل الله  بعنـا الروح  بعنازمجرة  صوت  المدافـع  شوقنيو اسمعي يا الفيصلية نصح منالا  تزني  في  خرابش  لا تزني#عاصفة_الحزم#اليمن              ارجو من الجميع النشر               مع  تحيات شاعر نهم
507,2016/03/09,12:10:27 PM,2.7K,الزعيم عفاش بجم الوطن,إحباط عملية زحف للمرتزقة في مديرية كرش#لحج / 9 مارس / #المسيرة_نت : أحبط الجيش واللجان الشعبية اليوم الأربعاء محاولة زحف للمرتزقة باتجاه تبت الخزان في مديرية كرش بمحافظة لحج وتكبد المرتزقة خلاله خسائر في الأرواح والمعدات القتالية. ويعاني مرتزقة العدوان في جبهة كرش من انهيارات متتالية في ظل وضع هش، يحاول جاهدا الزحف تحت غطاء جوي لدول العدوان ليرسم صورة إيجابية لدى أتباعه، ويستجلب مزيدا من الدعم المالي والحربي من دول العدوان. وتتصل هذه الجبهة بجبهات أخرى تمتد إلى مديرية الوازعية وحيفان على طول الحدود الجنوبية الغربية والجنوبية الشرقية لمحافظة تعز يندحر المرتزقة من كل هذه الجبهات. يشار إلى أن جبهة كرش إحدى الجبهات التي يتلقى فيها العدوان ومرتزقته خسائر كبيرة دون تحقيق أي تقدم فيها منذ بداية العدوان رغم الإمكانيات الحربية والبشرية التي يمتلكونها.#شـــبــــكة_العـــٓودّ_الاخـــبــــاريـــة_             تيليجرام      _________________ⓣelegram.me/AccustomNews
508,2016/03/09,12:37:38 PM,5.3K,الزعيم عفاش بجم الوطن,عدن:مقتل ممرضة بمواجهات قصر المعاشيق ونزوح للسكان القريبين من الاشتباك
509,2016/03/09,1:11:51 PM,2.7K,الزعيم عفاش بجم الوطن,الكاتب المصري سنجاب: تجاهل عربي وعالمي لما يتعرض له الشعب اليمني من عدوان[09/مارس/2016]#الحديدة_سبأ:أشاد الكاتب المصري إبراهيم سنجاب بأبطال القوات المسلحة واللجان الشعبية الذين يدافعون عن حدود اليمن ضد العدوان والمنظمات الإرهابية.وأشار سنجاب في الندوة السياسية التي نظمتها الجبهة الإعلامية والثقافية بمحافظة الحديدة اليوم تحت عنوان " إشكالية القرار العربي وضرورة التصدي للعدوان الصهيو امريكي السعودي " إلى أن الشعب اليمني من أعرق الشعوب حضاريا وتاريخيا وذكر الرسول الكريم صلى الله عليه وسلم أن اليمن ارض المدد والفتوحات.وأكد الكاتب المصري أن مظلومية الشعب اليمني كبيرة فهو يقصف بدون سبب وأصبحت دماء أبناءه مباحة فقط من اجل أجندات وأطماع عالمية.ولفت إلى أن هناك تجاهل كبير من الجامعة العربية والعالم للظلم الذي يتعرض له الشعب اليمني وهو ما يدل وبشكل واضح بان هناك أجندة وأطماع عالمية وعربية يتم تنفيذها في اليمن لمكانته وموقعه الاستراتيجي.وفي الندوة التي حضرها القائم بأعمال أمين عام المجلس المحلي للمحافظة محمد عياش قحيم ووكلاء المحافظة الدكتور الحسن الطاهر وعبد الرحمن جماعي، استعرض وكيل المحافظة لشئون الإعلام والثقافة علي قشر الجرائم التي يرتكبها العدوان بحق الشعب اليمني وتدمير بنيته التحتية من مدارس وجامعات ومعاهد مهنية ومصانع وغيرها وقتل الأطفال والنساء والشيوخ والشباب.ولفت الوكيل قشر إلى المواقف السلبية للجامعة العربية والأنظمة العربية ومجلس الأمن التي كانت مخيبة للشعب اليمني.#شـــبــــكة_العـــٓودّ_الاخـــبــــاريـــة_             تيليجرام      _________________ⓣelegram.me/AccustomNews
510,2016/03/09,1:28:08 PM,901,الزعيم عفاش بجم الوطن,المؤتمر يدين الهجوم الارهابي على مدينة بنقردان التونسيةhttp://
511,2016/03/10,11:40:54 AM,2.4K,الزعيم عفاش بجم الوطن,شاهد | رسائل أبطال الجيش واللجان الشعبية من جبهة #مأرب 09-03-2016‏  #شـــبــــكة_العـــٓودّ_الاخـــبــــاريـــة_             تيليجرام      _________________ⓣelegram.me/AccustomNews
512,2016/03/10,11:42:00 AM,8.8K,الزعيم عفاش بجم الوطن,الوفاء لسيد الوفاء الشعب #اليمني المظلوم سينتصر باذن اللهقالها سيد الوعد الصادق
513,2016/03/10,11:45:24 AM,1.7K,الزعيم عفاش بجم الوطن,هـــامقناة المسيرة تبث ندوة حقوقية بعنوان: اليمن الحرب المنسية‎              ▬ ▬ ▬ ↓↓↓↓▬ ▬ ▬تردد #قناة_المسيرة على مدار النايل سات 11637 عمودي (v) بمعدل الترميز 27500يمكنكم المشاهدة عبر (البث المباشر) على الموقع الإلكتروني//
514,2016/03/10,11:51:02 AM,814,الزعيم عفاش بجم الوطن,بالفيديو. الشيخ جبري ابراهيم.  يصلي علي ابنه الشهيد صلاح الدين.   عظم الله اجر الشيخ جبري
515,2016/03/10,11:59:24 AM,337,الزعيم عفاش بجم الوطن,#قناة_الميادين : فيديو يوضح بعض أسرار وخفايا المفاوضات التي تعقد الآن مابين #السعودية من جهه #وأنصار_الله من جهه آخرى .     شاهد الفيديو
516,2016/03/10,12:01:22 PM,2.7K,الزعيم عفاش بجم الوطن,أكاديمي إماراتي لـ أبناء زايد: عقاب الله عز وجل قادم لا محالة#متابعات | 10 مارس | #المسيرة_نت: حذر أكاديمي إماراتي الأسرة الحاكمة في بلاده من مغبة مواصلة جرائمهم في عدد من الدول العربية وظلمهم على أبناء جلدتهم لان عقاب الله عز وجل قادم لا محالة، كما قال. يأتي ذلك بعد يوم شهدت فيه الإمارات أمطار غزيرة نتجت عنها عاصفة قوية أحدثت دمارا هائلا في المرافق العامة والخاصة، حيث كانت العاصمة أبو ظبي أكثر الإمارات تضررا. وقال الدكتور سالم المنهالي استاذ العلاقات الدولية والاعلام، في تغريدة على “تويتر” :” احتراق الفندق ليلة رأس السنة.. كارثة العاصفة بالأمس في أبوظبي.. إشارات ربانية واضحة جلية وإن استمر ظلمهم فإن أخذ الله قادم لا محالة!!! “. وأضاف ” أتمنى لبلادي الاستقرار والأمان إلا أن إيماني العميق بربي يدفعني للخوف على مصيرها والصالحين فيها من عاقبة صمتهم على ظلم الظالمين وإفسادهم “. جدير ذكره أن النظام الإماراتي شريك رئيس في العدوان السعودي الأمريكي على اليمن وأسهم في زعزعة استقرار عدد من الدول العربية.#شـــبــــكة_العـــٓودّ_الاخـــبــــاريـــة_             تيليجرام      _________________ⓣelegram.me/AccustomNews
517,2016/03/10,12:32:20 PM,33,الزعيم عفاش بجم الوطن,م/محمد الحيمي "زوامل فيديوهات"قناه خاصة لتحميلاخبار الجبهات فيديوخطابات الزعيمخطابات السيدالزوامل صوت وفيديوالفلاشاتادمن
518,2016/03/10,12:57:04 PM,2.7K,الزعيم عفاش بجم الوطن,وثائق واعترافات خلية باجل التابعة لـ”القاعدة”#الحديدة / 10 مارس / #المسيرة_نت: كشفت أجهزة الأمن اليمنية عن وثائق لـ”تنظيم القاعدة” توضح أسماء شخصيات وطنية واجتماعية خططت لاغتيالِها بمحافظة الحديدة غربي البلاد. وحصلت القوى الأمنيةُ واللجان الشعبيةُ على وثائق وكشوفات كانت بحوزة خلية باجل التكفيرية في محافظة الحديدة التي تمَّ ضبطُها في 26 من يناير الماضي، تتضمن اعترافات لأفراد الخلية الإجرامية بمن قد تم اغتيالهم. وتوضح الوثائق أسماء من كانوا يخطِّطون لاغتيالهم من الشخصيات الوطنية والاجتماعية، حيث كانت تحمل عنوان (الإرهابُ فرضٌ والاغتيالُ سُنّة ) كمنهج لمشروعها التكفيري. واعترف أفراد الخلية الإرهابية باغتيال عدد من الشخصيات الوطنية والاجتماعية  في محافظة الحديدة. ويظهر في طيات المخطط الذي أعدته الخليةُ لما يسمى بولاية الحديدة وأميرها عبدالله عبد المنعم بحر المكنى (عباد)، حيث يتجلى المشروع التكفيري لزعزعة الأمنِ بدءًا من السيطرة على المعسكرات ونهب البنوك والمحلات التجارية باعتبار أصحابها مرتدين، لتضاف هذه الإنجازات إلى قائمة إنجازات سابقة شكلت ضربة قاصِمة لخدام المشروع الأمريكي في اليمن والمنطقة.#شـــبــــكة_العـــٓودّ_الاخـــبــــاريـــة_             تيليجرام      _________________ⓣelegram.me/AccustomNews
519,2016/03/11,11:19:40 AM,6K,الزعيم عفاش بجم الوطن,🇾🇪
520,2016/03/11,11:22:08 AM,9.1K,الزعيم عفاش بجم الوطن,‏ شاهد | إلقاء القبض على عدد من المغرر بهم للإلتحاق بمعسكرات الغزاة بمحافظة #البيضاء 10-03-2016‎هُـنـا المسيــرةtelegram.me/Hona_Almasirah
521,2016/03/11,11:22:44 AM,8.1K,الزعيم عفاش بجم الوطن,‏ شاهد | مواصلة أبطال الجيش واللجان الشعبية التقدم في منطقة الجحملية بمحافظة #تعز ودحر مرتزقة العدوان منها 10-03-2016‎هُـنـا المسيــرةtelegram.me/Hona_Almasirah
522,2016/03/11,11:22:56 AM,8.1K,الزعيم عفاش بجم الوطن,‏ شاهد | ندوة بعنوان "اليمن الحرب المنسية" في #جنيف 10-03-2016‎هُـنـا المسيــرةtelegram.me/Hona_Almasirah
523,2016/03/11,11:23:36 AM,8.1K,الزعيم عفاش بجم الوطن,‏ شاهد | نزول ميداني إلى المخا ومديرية ذوباب في #تعز وحجم الأضرار التي خلفها #العدوان السعودي الأمريكي 10-03-2016‎هُـنـا المسيــرةtelegram.me/Hona_Almasirah
524,2016/03/11,11:24:12 AM,8.1K,الزعيم عفاش بجم الوطن,‏ شاهد | وثائق وإعترافات لخلية تابعة للقاعدة في باجل بمحافظة #الحديدة 10-03-2016‎هُـنـا المسيــرةtelegram.me/Hona_Almasirah
525,2016/03/11,11:26:50 AM,604,الزعيم عفاش بجم الوطن,الجبهة.الإعلامية.اليمن.ttـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،   عاجلتعز: مصرع 23 مرتزقا بينهم قائد ما يسمى اللواء 4 حزم العقيد سالم مبارك وجرح قرابة 50 آخرين في قصف استهدف تجمعهم بذباب,ـــــ,ـــــ,ــــ,ـــــ,ـــــ,ـــــ,ـــــ,ـــــ,ـــــ,ـــــ,ـــــ,ــــــ, الجبهة.الإعلامية.اليمن.tt،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــ،ـــ,ـــــ, #امريكا_تقتل_الشعب_اليمني  #USAKillsYemeniPeople﻿ ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــــ،ـــ،ـــ,ـــــ,
526,2016/03/11,11:27:50 AM,0,الزعيم عفاش بجم الوطن,بعد قليل مؤتمر صحفي عن جرائم العدوان على #اليمن لمنظمات حقوقية في #جنيف  ‎              ▬ ▬ ▬ ↓↓↓↓▬ ▬ ▬تردد #قناة_المسيرة على مدار النايل سات 11637 عمودي (v) بمعدل الترميز 27500يمكنكم المشاهدة عبر (البث المباشر) على الموقع الإلكتروني//
527,2016/03/11,11:29:00 AM,5K,الزعيم عفاش بجم الوطن,مصادر : اندلاع مواجهات في منفذ الوديعة بين ضباط أعلنوا تأييدهم للجيش واللجان الشعبية وآخرين تابعين للفار هادي
528,2016/03/11,11:29:52 AM,4.7K,الزعيم عفاش بجم الوطن,مصدر محلي في #تعز: مرتزقة #العدوان يقتحمون منزل عضو اللجنة الدائمة للمؤتمر الشيخ عبدالواسع البركاني ويقتادونه الى جهة مجهولة
529,2016/03/11,11:33:24 AM,754,الزعيم عفاش بجم الوطن,شاهد | قناة اليمن اليومالناجون من قصف العدو السعودي ... قصص تحكي حجم المعناةأنصار الزعيم عفاش
530,2016/03/11,11:44:39 AM,4.8K,الزعيم عفاش بجم الوطن,الامين العام للمؤتمر الشعبي العام عارف الزوكا يرأس اللقاء الموسع لقيادات ووجهاء ومشائخ المؤتمر الشعبي العام وأحزاب التحالف الوطني الديمقراطي في مديريتي صعفان ومناخة بحراز في محافظة صنعاء
531,2016/03/11,11:55:16 AM,979,الزعيم عفاش بجم الوطن,● عاجلبعد قليل مؤتمر صحفي عن جرائم العدوان على اليمن لمنظمات حقوقية في جنيف وسنوافيكم..ترقبوا               شُهداؤنا.عظُماؤنا.ttشبكة.رجال.الله.الاخبارية.tt
532,2016/03/11,12:26:30 PM,198,الزعيم عفاش بجم الوطن,مصادر محلي :اندلاع مواجهات في منفذ الوديعة بين ضباط أعلنوا تأييدهم للجيش واللجان الشعبية وآخرين تابعين للفار هادي    متابعات انسحب الوفد السعودي اليوم الجمعة من قاعة اجتماعات جامعة الدول العربية أثناء كلمة وزير الخارجية العراقية إبراهيم الجعفري التي رفض فيها المساس بالحشد الشعبي وحركات المقاومة وفق ما نقلت وسائل إعلام عراقيةوفي سياق كلمة ألقاها خلال اجتماعات جامعة الدول العربية في القاهرة قال وزير الخارجية العراقي الحشد الشعبي وحزب الله حفظوا كرامة العرب ومن يتهمهم بالارهاب هم الارهابيون "، وفق ما نقلت قناة "السومرية".ونقلت القناة العراقية عن  مصدر مسؤول في وزارة الخارجية العراقية  إن "الوفد السعودي انسحب من قاعة اجتماعات جامعة الدول العربية بعد كلمة وزير الخارجية الدكتور الجعفري التي رفض فيها المساس بالحشد الشعبي وسائر حركات المقاومة عاجل :السعودية تتقدم بكشف لعدد 428 ظابط وجندي مفقوداً من قواتها وتطالب القوات اليمنية الكشف عن مصيرهم مصدر محلي من تعز : مرتزقة العدوان السعودي يقتحمون منزل عضو اللجنة الدائمة للمؤتمر الشيخ عبدالواسع البركاني ويقتادونه الى جهة مجهولة #أبومحمد_الفقيرtt #شبكة_الجيش_واللجان_الشعبية  https://telegram.me/amasirah
533,2016/03/11,12:28:33 PM,37,الزعيم عفاش بجم الوطن,م/محمد الحيمي "زوامل فيديوهات"قناه خاصة لتحميلاخبار الجبهات فيديوخطابات الزعيمخطابات السيدالزوامل صوت وفيديوالفلاشاتادمن
534,2016/03/11,12:39:39 PM,35,الزعيم عفاش بجم الوطن,كما ورد من تعز اﻵشخاص الذين تم قتلهم وسحلهم على مراء ومسمع وامام الناس وفي الشارع العام في منطقة بير باشا في تعز هم 1 -عبداﻻله المخﻻفي ونجلة 2 - فضل اﻻهدل 3- وليد الصبريامام آسرهم تم سحلهم هذا ما تريدة السعودية منكم
535,2016/03/11,1:06:57 PM,904,الزعيم عفاش بجم الوطن,سحل جثث واقتحام منازل مواطنين في تعزhttp://
536,2016/03/11,1:12:30 PM,313,الزعيم عفاش بجم الوطن,تعز الان : فرق محترفة من الجيش تباشر مهامها منذ قليل في كل جبهات تعز المتوترة واللجان الشعبية تساند وحدات الجيشبحسب خطة عسكرية محكمة."#أبوهاشم_اكرم_الحسنيtt #شبكة_الجيش_واللجان_الشعبية  https://telegram.me/amasirah
537,2016/03/11,4:36:08 PM,315,الزعيم عفاش بجم الوطن,هاااااااااااام الان الجيش واللجان الشعبية   تهاجم المرتزقة في تعز بعد تمكنهم من السيطره على مناطق بسيطة في وسط المدينةوتعزيزات رادعة وصلت قبل قليلوباذن الله يتم استعادة المناطق باكملها  مصدر عسكري :مصرع 86 مرتزقاً واصابة العشرات في المعارك التي تشهدها الأن محافظة تعز بعد وصول تعزيزات عسكرية كبيرة لها تعز : الجيش واللجان الشعبية يستعيدون النقطة الاولى في بير باشا ويواصلون التقدم #أبومحمد_الفقيرtt #شبكة_الجيش_واللجان_الشعبية  https://telegram.me/amasirah
538,2016/03/11,4:36:29 PM,222,الزعيم عفاش بجم الوطن,بشائر الخير بدأت #بفضل_اللهتعز : الجيش واللجان الشعبية يتمكنون من التقدم الآن من منطقة البعراره وجبل الجرة بأتجاه بئر باشا وهروب كبير لدواعش ومرتزقة العدوان وأوقعوا فيهم عشرات القتلي ، كما تم السيطرة على اول نقطة استحدثها الدوعاش في بير باشا .. ولازال التقدم مستمرا بإذن الله ..
539,2016/03/11,4:38:38 PM,209,الزعيم عفاش بجم الوطن,عاجل :بحمدالله تعالى وفضله ونصره وردني الان مصدر ميداني" من الجيش واللجان الشعبيةابلغني قبل قليل ان ابطال الجيش واللجان الشعبية تمكنوا من التقدم بمنطقة البعراره وجبل الجرة بأتجاه بئر باشا وهروب كبير لدواعش ومرتزقة العدوان وسقوط عشرات القتلي والجرحى في صفوف المرتزقة، وقال المصدر ان ابطال الجيش واللجان الشعبية يخوضون اشرس واعنف المعارك في هذه اللحظات وبحمدالله فقد تمت السيطرة الكامله على أول نقطة إستحدثها الدواعش في بير باشا ولازال التقدم مستمرا وابلغ كل الاحرار ان يكثروا من التسبيح والاستغفار وترك التقصير واللامبالاهامانة لاتنسونا من الدعاء بالنصر والثبات...#أبوهاشم_اكرم_الحسني.tt #شبكة_الجيش_واللجان_الشعبية  https://telegram.me/amasirah
540,2016/03/11,4:38:40 PM,193,الزعيم عفاش بجم الوطن,تعز : اصابة شقيق المرتزق #حمود سعيد المخلافي..ويدعى (محمد)..في المواجهات الدائرة في حدائق الصالح غرب تعز#أبوهاشم_اكرم_الحسنيtt #شبكة_الجيش_واللجان_الشعبية  https://telegram.me/amasirah
541,2016/03/11,4:46:30 PM,34,الزعيم عفاش بجم الوطن,صدى المسيرة:خاص احرز مرتزقة العدوان الأمريكي السعودي تقدما عسكرياً بسيطاً بسيطرتهم على الدحي وحي ومنطقة بير باشا في الاجزاء الغربية من مدينة تعز وبالمقابل ارتكبوا عشرات الجرائم المروعة والمتنوعة واقتادوا مواطنين ليتم اعدامهم والتنكيل بجثثهم. وأفادت المصادر أن تقدم مرتزقة العدوان ليس كبيرا من الناحية العسكرية والمساحة الجغرافية ويمكن تلافيه في الساعات القادمة من قبل الجيش واللجان الشعبية ولكن المرتزقة ارتبكوا فور سيطرتهم على بير باشا أفضع الجرائم وقاموا بتصويرها ونشرها متفاخرين بذلك.وعلى غرار داعش والقاعدة المتواجدة بتعز قام مرتزقة العدوان بأعمال قتل لمواطنين بعد اقتحام منازلهم واعدامهم بشكل ميداني وسحب جثثهم بالدراجات النارية إضافة إلى اقتحام عشرات المنازل ونهبها بالكامل. وبحسب جبهة تعز الاعلامية هذه اسماء ممن تم قتلهم وسحلهم:عبد الاله المخلافي ونجله فضل الاهدلووليد الصبري وقد تم انتزاعهم من منازلهم وقتلهم أمام أطفالهم ونسائهم.
