id, date, time, views, author, message
247,2016/01/01,1:55:20 PM,359,أين وقع القارح ؟,عاجل جيزان: مصرع 25 جنديا سعوديا وجرح 37 آخرين وهروب الباقين إثر استهداف تجمعاتهم في موقع الموسم ب18 صاروخا_________________________#أين_وقع_القارح
248,2016/01/01,2:00:06 PM,378,أين وقع القارح ؟,#شاهد | إقتحام الجيش اليمني واللجان الشعبية موقع المنتزه العسكري السعودي في #جيزان #والقادم_أعظم 01-01-2016#الخيارات_الاستراتيجية--------------------- ‏ رابط مباشر [ 2.0 ميجا ] //mmf.whatsapp.net/d/jlZx_N0IshQqBcYTdnlzl1aGu-MABShJYHdKPQ/Ag5P8qQWz7cAZwoq4yqSJu4YX4fc0vgf9knkG8iX97JQ.mp4 --------------------- ‏ رابط يوتيوب//youtu.be/W4Y-D4jEH4o‎ ‎ ‎_________________________#أين_وقع_القارح
249,2016/01/01,2:01:57 PM,372,أين وقع القارح ؟,#شاهد |  عملية إقتحام الجيش اليمني واللجان الشعبية أجزاء من جبل الدود الاستراتيجي السعودي في #جيزان #والقادم_أعظم 01-01-2016#الخيارات_الاستراتيجية--------------------- ‏ رابط مباشر [ 3.4 ميجا ] //mmf.whatsapp.net/d/olfhDvIJwIHQJcf79hXQnVaGvDkABShJZZMNKg/AjgHPK9CbjOJP9h1CcUNwld8aNVpRUZAWIBAMZ8NFPvT.mp4 --------------------- ‏ رابط يوتيوب//youtu.be/oY6BLwDJ_-k‎ _________________________#أين_وقع_القارح
250,2016/01/01,2:17:07 PM,2.7K,أين وقع القارح ؟,http://
251,2016/01/01,2:33:58 PM,377,أين وقع القارح ؟,عــاجـل:مارب: طيران العدوان السعودي الأمريكي يشن غارة على مديرية مجزر_________________________#أين_وقع_القارح
252,2016/01/01,2:43:22 PM,375,أين وقع القارح ؟,عاجل إطلاق صاروخ قاهر 1 على خزانات النفط الاستراتيجية بمدينة أبها في عسير_________________________#أين_وقع_القارح
253,2016/01/01,3:27:04 PM,370,أين وقع القارح ؟,#الحديدةسبع غارات استهدفت موقع المفرزة العسكري بمديرية #باجل _________________________#أين_وقع_القارح
254,2016/01/01,4:28:30 PM,364,أين وقع القارح ؟,#الحديدة طيران العدوان يشن عدة غارات على مرافق مركز محو الأمية  وغارة على  مركز البحوث الزراعية في منطقة الكدن مديرية باجل_________________________#أين_وقع_القارح
255,2016/01/01,4:37:15 PM,369,أين وقع القارح ؟,#الخيارات_الاستراتيجية:استهداف مبنى إدارة مشروع الخزن الاستراتيجي السعودي بمدينة أبها بصاروخ باليستي نوع #قاهر_1 ما هو مشروع الخزن الاستراتيجي السعودي؟هو مشروع بدأ 1988 كبرنامج احترازي وقائي يهدف لحماية المنتجات البترولية وتأمين احتياجات الجهات الهامة والحيوية في أوقات الأزمات والطوارئ.ما أهمية موقع الخزن الاستراتيجي في أبها؟يتم تزويد موقع الخزن الاستراتيجي بمدينة #أبها بالمنتجات البترولية القادمة من محطة التوزيع في #جيزان عبر خط أنابيب بطول (245 كم) عبر سلاسل جبال #عسير إلى أن يصل إلى مناطق التخزين بالموقع.ثم يتم بعد ذلك ضخ المنتجات البترولية من موقع أبها إلى محطة التوزيع عبر خط أنابيب بطول (7 كم) للاستهلاك المحلي وتعويضه بمنتجات بترولية جديدة.يذكر بأن شركة أرامكو التي تم استهدافها أيضاً بصواريخ قاهر-1 في جيزان و #نجران قد تسلمت موقع أبها في أواخر عام 1424هـ (قبل حوالي 13 عام) لتتولى مهام تشغيله وصيانته._________________________#أين_وقع_القارح
256,2016/01/01,5:32:24 PM,356,أين وقع القارح ؟,#البيضاء طيران العدوان يشن عدة غارات على منطقة  الشازبي مديرية ذي ناعم _________________________#أين_وقع_القارح
257,2016/01/01,5:43:47 PM,364,أين وقع القارح ؟,#ذمارطيران العدوان يشن غارتين على محافظة ذمارجاري التاكد على الاماكن الذي استهدفوها _________________________#أين_وقع_القارح
258,2016/01/01,6:46:20 PM,377,أين وقع القارح ؟,#ذمارطيران العدوان يشن غارتين على مصنع البفك في محافظة ذمار _________________________#أين_وقع_القارح
259,2016/01/01,7:21:16 PM,383,أين وقع القارح ؟,#البيضاء طيران العدوان يعاود قصف منطقة الشازبي مديرية ذي ناعم _________________________#أين_وقع_القارح
260,2016/01/02,1:47:22 AM,389,أين وقع القارح ؟,عــاجـل: البيضاء : 4 غارات لطيران العدوان السعودي الأمريكي على ذي ناعم _________________________#أين_وقع_القارح
261,2016/01/02,6:13:43 AM,400,أين وقع القارح ؟,#صنعاءطيران العدوان يستهدف شبكة الاتصالات بمديرية الحيمة الخارجية _________________________#أين_وقع_القارح
262,2016/01/02,6:39:58 AM,409,أين وقع القارح ؟,#الحديدةسماع دوي انفجارات عنيفة في محافظة الحديدةجاري التاكد عن الاماكن _________________________#أين_وقع_القارح
263,2016/01/02,6:58:49 AM,401,أين وقع القارح ؟,#الحديدة طيران العدوان يشن عدة غارات على موقع الجبانة في شمال محافظة الحديدة    _________________________#أين_وقع_القارح
264,2016/01/02,9:02:20 AM,403,أين وقع القارح ؟,#صنعاء غارتين على جبل النبي شعيب بمديرية بني مطر _________________________#أين_وقع_القارح
265,2016/01/02,9:36:10 AM,403,أين وقع القارح ؟,عاجل تدمير دبابتين من نوع إبرامز في موقعين سعوديين بمنطقتي مثعن والرمضة بجيزان _________________________#أين_وقع_القارح
266,2016/01/02,9:39:10 AM,449,أين وقع القارح ؟,عــاجـل:جيزان: احراق مخزن أسلحة في قصف مدفعي استهدف برج رقابة موقع معقر الصيد السعودي     _________________________#أين_وقع_القارح
267,2016/01/02,10:49:35 AM,404,أين وقع القارح ؟,#صنعاء : 3 #غارات جوية على #جبل_النبي_شعيب مديرية #بني_مطر تسببت بخسائر مادية في منازل المواطنين     _________________________#أين_وقع_القارح
268,2016/01/02,11:23:59 AM,420,أين وقع القارح ؟,#صنعاء طيران العدوان يشن غارتين على الخط العام في منطقة الوتدهة مديرية خولان _________________________#أين_وقع_القارح
269,2016/01/02,11:29:59 AM,433,أين وقع القارح ؟,عاجل #تعز: مصرع عدد كبير في صفوف الغزاة ومرتزقتهم في قصف صاروخي لتجمعاتهم جنوبي غرب مدارس العمري_________________________#أين_وقع_القارح
270,2016/01/02,12:48:00 PM,433,أين وقع القارح ؟,#صنعاءغارة على جبل عيبانالساعة 8:31_________________________#أين_وقع_القارح
271,2016/01/02,1:27:05 PM,446,أين وقع القارح ؟,عاجل #تعز: مصرع عدد من المرتزقة بينهم نقيب أمريكي وإصابة فرنسي تابعين لشركة " #بلاك_ووتر " في قصف صاروخي للجيش واللجان الشعبية لتجمعهم في ذباب _________________________#أين_وقع_القارح
272,2016/01/02,4:25:16 PM,455,أين وقع القارح ؟,‎#صنعاء طيران العدوان يشن غارة على قاعدة الديلمي الجوية الساعة 12:19 _________________________  #أين_وقع_القارح
273,2016/01/02,4:27:29 PM,474,أين وقع القارح ؟,#صنعاءطيران العدوان يشن غارة على قاعدة الديلمي الجويةالساعة 12:27 am_________________________#أين_وقع_القارح
274,2016/01/02,5:01:34 PM,462,أين وقع القارح ؟,عــاجـل:صنعاء: طيران العدوان يشن غارتين على منطقة الكسارة بضلاع همدان     _________________________#أين_وقع_القارح
275,2016/01/02,5:01:34 PM,461,أين وقع القارح ؟,عــاجـل:صنعاء: طيران العدوان يشن غارتين على منطقة الكسارة بضلاع همدان_________________________#أين_وقع_القارح
276,2016/01/02,6:46:24 PM,486,أين وقع القارح ؟,عاجل:غارة على منطقة الكسارة بضلاع همدان. غارتين تستهدف قاعدة الديلمي الجوية.#أين_وقع_القارح_________________________#أين_وقع_القارح
277,2016/01/02,7:39:57 PM,529,أين وقع القارح ؟,#صنعاء 4 غارات عنيفة على منطقة عصر بالقرب من  القبر الصينيالساعة 3:21_________________________#أين_وقع_القارح
278,2016/01/02,8:18:44 PM,541,أين وقع القارح ؟,#صنعاءطيران العدوان ين عدة غارات على مصنع اسكول للحديد في منطقة جدرالساعة 3:00_________________________#أين_وقع_القارح
279,2016/01/03,6:32:00 AM,515,أين وقع القارح ؟,#الحديدةطيران العدوان يشن غارات على مطار الحديدة_________________________#أين_وقع_القارح
280,2016/01/03,9:52:02 AM,538,أين وقع القارح ؟,عدن | اشتباكات مسلحة وعنيفة ومستمرة إلى الأن بين فصائل المرتزقة من بينهم القاعدة  بسبب خلافهم على  السيطرة على #ميناء_المعلا .. وذكرت مصادر جنوبية عن سقوط قتلى وجرحى من الجانبين .  _________________________#أين_وقع_القارح
281,2016/01/03,11:36:34 AM,565,أين وقع القارح ؟,عاجل #صعدة: طيران العدوان السعودي الأمريكي يشن غارتين على وادي آل أبوجبارة بمديرية كتاف _________________________#أين_وقع_القارح
282,2016/01/03,1:11:00 PM,569,أين وقع القارح ؟,#صنعاءغارة على قاعدة الديلمي الجويةالساعة 9:02_________________________#أين_وقع_القارح
283,2016/01/03,1:43:39 PM,564,أين وقع القارح ؟,#صنعاءغارة على منطقة عصر بجانب فرح لاند _________________________#أين_وقع_القارح
284,2016/01/03,4:22:28 PM,555,أين وقع القارح ؟,#صنعاء تحليق لطيران العدوان الان على العاصمة صنعاء_________________________#أين_وقع_القارح
285,2016/01/03,4:41:50 PM,553,أين وقع القارح ؟,#صنعاء غارة على مصانع الكبوس في منطقة عصر الساعة 12:28 am _________________________#أين_وقع_القارح
286,2016/01/03,4:46:41 PM,536,أين وقع القارح ؟,#صنعاء طائرات العدوان تعاود الغارات وتغير غارتين على مصانع الكبوس في منطقة عصر  _________________________#أين_وقع_القارح
287,2016/01/03,4:54:07 PM,503,أين وقع القارح ؟,#صنعاء غارة على قاعدة الديلمي الساعةة12:50 am _________________________#أين_وقع_القارح
288,2016/01/03,4:58:23 PM,538,أين وقع القارح ؟,#صنعاء غارة على قاعدة الديلمي الساعةة12:57 am_________________________#أين_وقع_القارح
289,2016/01/03,5:01:34 PM,544,أين وقع القارح ؟,#صنعاء غارة على قاعدة الديلمي الساعةة1:00 am _________________________#أين_وقع_القارح
290,2016/01/03,5:07:44 PM,555,أين وقع القارح ؟,#صنعاء غارتين على قاعدة الديلمي الساعةة1:05 am _________________________#أين_وقع_القارح
291,2016/01/03,5:26:03 PM,560,أين وقع القارح ؟,#صنعاء 3 غارات على مصنع الكبوس في منطقة عصر الساعةة 1:20 am_________________________#أين_وقع_القارح
292,2016/01/03,5:27:17 PM,565,أين وقع القارح ؟,#صنعاء غارة على مطار صنعاء الدولي  الساعةة 1:23 am_________________________#أين_وقع_القارح
293,2016/01/03,5:40:00 PM,555,أين وقع القارح ؟,عاجل صنعاء: طيران العدوان يشن سلسة غارات على  معسكر الصباحة غرب العاصمة _________________________#أين_وقع_القارح
294,2016/01/03,5:46:39 PM,570,أين وقع القارح ؟,#صنعاءغارة على منطقة عصر الساعةة 1:44 am_________________________#أين_وقع_القارح
295,2016/01/03,5:52:26 PM,557,أين وقع القارح ؟,#صنعاءالصباحة الان _________________________#أين_وقع_القارح
296,2016/01/03,6:04:57 PM,569,أين وقع القارح ؟,رددو الدعاء اثناء القصف :إعتصمنا بذي الملك والملكوت وتحصنا بذي العزة والجبروت وتوكلنا على الحي الذي لايموت ورمينا كل من أرادنا بسوء أو مكروه بلاحول ولاقوة إلا بالله العلي العظيم ._________________________#أين_وقع_القارح
297,2016/01/03,7:10:20 PM,608,أين وقع القارح ؟,#صنعاءغارة على منطقة عصر جهة الصباحة الساعة 3:03 am_________________________أين_وقع_القارح
298,2016/01/03,7:33:00 PM,615,أين وقع القارح ؟,#إبطيران العدوان يشن  عدة غارات على معسكر الحمزة_________________________أين_وقع_القارح
299,2016/01/04,7:41:57 AM,599,أين وقع القارح ؟,#صنعاءغارة على الامن المركزي الساعةة 3:37 pm_________________________أين_وقع_القارح
300,2016/01/04,8:06:21 AM,616,أين وقع القارح ؟,عاجل #تعز: القوة الصاروخية للجيش واللجان الشعبية تدمر مدرعة تابعة للعدوان في مفرق الأحيوق _________________________#أين_وقع_القارح
301,2016/01/04,9:56:02 AM,652,أين وقع القارح ؟,نجرانالجيش واللجان الشعبية ينفذون كمينا محكما للقوات السعودية في منطقة الهجلة  مصدر عسكري: الكمين أسفر عن تدمير 3 آليات سعودية ومصرع معظم أفراد طاقمهاجيزانالجيش واللجان الشعبية ينفذون عملية نوعية في منفذ الطوال-حرض.العملية في الطوال أسفرت عن مصرع عسكريين سعوديين ومرتزقة والسيطرة على مواقع مستحدثةعملية التقدم تم خلالها السيطرة على مواقع سعوية خلف منطقة البلبلة في الطوال بجيزان._________________________#أين_وقع_القارح
302,2016/01/04,10:09:15 AM,658,أين وقع القارح ؟,#عاجل العدوان يشن أكثر من خمس غارات على #اللواء63 في #نهم بمحافظة #صنعاء والتحليق لايزال مستمرا       _________________________#أين_وقع_القارح
303,2016/01/04,2:55:09 PM,602,أين وقع القارح ؟,#الحديدة : عاود طيران العدوان شن ثلاث غارات جوية على منطقة الحزام الأخضر خلف مطاحن البحر الاحمر._________________________#أين_وقع_القارح
304,2016/01/04,3:05:47 PM,644,أين وقع القارح ؟,السعودية   تعترف  بمصرع  عسكري سعودي في اشتباكات مع الجيش اليمني واللجان الشعبية في جيزان جنوب البلاد                                 _________________________#أين_وقع_القارح
305,2016/01/04,3:24:12 PM,649,أين وقع القارح ؟,اعطاب مدرعة وطقم للمرتزقة في وادي الكولة والجفرة واستعادة ثلاثة مواقع في منطقة الزور على مشارف مدينة #مارب_________________________#أين_وقع_القارح
306,2016/01/04,3:31:34 PM,621,أين وقع القارح ؟,#الحديدة: طيران العدوان  يشن سلسلة غارات على مديرية برع ووادي بحره في ريف تهامة_________________________#أين_وقع_القارح
307,2016/01/04,4:33:19 PM,663,أين وقع القارح ؟,عاجل .. القوة الصاروخية تطلق صاروح باليستي باتجاه السعودية قبل قليل_________________________#أين_وقع_القارح
308,2016/01/04,5:14:52 PM,674,أين وقع القارح ؟,عاجل .. القوة الصاروخية تطلق صاروح باليستي باتجاه السعودية قبل قليل_________________________#أين_وقع_القارح
309,2016/01/04,5:15:07 PM,700,أين وقع القارح ؟,1:06 غارتين على وسط العاصمة (سنحدد المكان حالما تصل المعلومات)1:10 amغارة على قاعدة الديلمي الجوية_________________________#أين_وقع_القارح
310,2016/01/04,5:27:04 PM,713,أين وقع القارح ؟,1:06 غارات على كلية الشرطة.غارات على منطقة عصر.غارات تستهدف قاعة بيت معياد._________________________#أين_وقع_القارح
311,2016/01/04,5:41:51 PM,732,أين وقع القارح ؟,تصحيح: لم يتم استهداف كلية الشرطة...1:06 غارات على مجمع القيادة العامة.غارات على مركز النور للكفيفات بجانب وزارة الشؤون الاجتماعية والعمل ووزارة الثروة السمكية.غارات على منطقة عصر.غارات تستهدف قاعة بيت معياد.غارات على الغرفة التجارية بالحصبة.1:10 amغارة على قاعدة الديلمي الجوية_________________________#أين_وقع_القارح
312,2016/01/04,10:06:24 PM,735,أين وقع القارح ؟,5:58 - 6:04 AMغارتين دار الرئاسة وجبل النهدين._________________________#أين_وقع_القارح
313,2016/01/05,6:45:07 AM,724,أين وقع القارح ؟,#لحجطيران العدوان يشن 4 غارات على الطريق الرابط بين الشريجة وثبرة بمديرية القبيطة_________________________#أين_وقع_القارح
314,2016/01/05,6:59:42 AM,711,أين وقع القارح ؟,عدن:نجاة محافظ عدن  من محاولة اغتيال بعبوة ناسفة وإطلاق نار استهدف موكبه بمنطقة إنماء._________________________#أين_وقع_القارح
315,2016/01/05,7:42:25 AM,742,أين وقع القارح ؟,#صعدةغارة لطيران العدوان على منطقة الطلح (الحضيرة) _________________________#أين_وقع_القارح
316,2016/01/05,1:57:04 PM,741,أين وقع القارح ؟,عاجل #صنعاء تحليق للطيران السعودي اليهودي في العاصمة صنعاء _________________________#أين_وقع_القارح
317,2016/01/05,3:43:41 PM,733,أين وقع القارح ؟,#عاجل #صنعاء غارة لطيران العدوان على منطقة النهدين. _________________________#أين_وقع_القارح
318,2016/01/05,4:34:22 PM,732,أين وقع القارح ؟,#صنعاءغارة على النهدينالساعة 12:31_________________________#أين_وقع_القارح
319,2016/01/05,4:51:54 PM,725,أين وقع القارح ؟,#الحديدةغاره على مخازن شهبين للمواد الغذائيه_________________________#أين_وقع_القارح
320,2016/01/05,5:09:34 PM,721,أين وقع القارح ؟,#صنعاءغارة على النهدينالساعة 1:07 am_________________________#أين_وقع_القارح
321,2016/01/05,6:47:20 PM,708,أين وقع القارح ؟,#الحديدةشن طيران العدوان 4 غارات على شركة درهم للصناعات المحدودة في منطقة المراوعة_________________________#أين_وقع_القارح
322,2016/01/05,7:23:56 PM,707,أين وقع القارح ؟,#الحديدة : طيران العدوان يستهدف مخزن للاغذية ومصنع للبلاستيك في منطقة كيلو 7._________________________#أين_وقع_القارح
323,2016/01/05,7:38:08 PM,709,أين وقع القارح ؟,3:35 AMدوي انفجار ضخم يهز شمال العاصمة. _________________________#أين_وقع_القارح
324,2016/01/05,8:05:14 PM,725,أين وقع القارح ؟,3:35 AMطيران العدوان يشن غارتين عنيفتين على مصانع الرماح أمام الملعب شمال العاصمة صنعاء._________________________#أين_وقع_القارح
325,2016/01/05,8:42:40 PM,697,أين وقع القارح ؟,4:30s AMغارتين عنيفتين يستهدفن شمال العاصمة._________________________#أين_وقع_القارح
326,2016/01/05,8:45:04 PM,702,أين وقع القارح ؟,4:44 AM غارة عنيفة باتجاه قاعدة الديلمي ومدرسة الحرس._________________________#أين_وقع_القارح
327,2016/01/05,8:47:27 PM,702,أين وقع القارح ؟,4:44 AM غارة عنيفة باتجاه قاعدة الديلمي ومدرسة الحرس (الغارة استهدفت تبة التلفزيون)._________________________#أين_وقع_القارح
328,2016/01/05,8:59:20 PM,707,أين وقع القارح ؟,4:30s AMطيران العدوان استهدف مصنع البرح بجوار مدينة الثورة الرياضية شمال العاصمة صنعاء._________________________#أين_وقع_القارح
329,2016/01/05,9:10:40 PM,713,أين وقع القارح ؟,تصحيح4:30s AMطيران العدوان استهدف مصنع الرماح بجوار مدينة الثورة الرياضية شمال العاصمة صنعاء._________________________#أين_وقع_القارح
330,2016/01/05,9:34:12 PM,711,أين وقع القارح ؟,5:30s AMغارتين لطيران العدوان باتجاه المدينة الرياضية شمال العاصمة #صنعاء_________________________#أين_وقع_القارح
331,2016/01/05,9:50:55 PM,680,أين وقع القارح ؟,5:45 AMغارة باتجاه حي مذبح وحديقة 21 سبتمبر (الفرقة الأولى مدرع)._________________________#أين_وقع_القارح
332,2016/01/05,10:00:44 PM,707,أين وقع القارح ؟,5:55 AM#صنعاء: طيران العدوان السعودي الأمريكي يستهدف شاحنة أسطوانة غاز خلف ملعب الثورة الرياضي._________________________#أين_وقع_القارح
333,2016/01/05,10:03:28 PM,716,أين وقع القارح ؟,5:55 AM#صنعاء: انباء غير مؤكدة عن انفجار سيارة مفخخة في الدائري الغربي بجوار جمعية الاغابرة والاعروق._________________________#أين_وقع_القارح
334,2016/01/05,10:05:15 PM,716,أين وقع القارح ؟,6:00s AMغارتين عنيفتين شمال العاصمة باتجاه قاعدة الديلمي ومطار صنعاء الدولي.._________________________ #أين_وقع_القارح
335,2016/01/05,10:15:50 PM,715,أين وقع القارح ؟,#صنعاءأنباء عن انفجار ثلاث سيارات مفخخة في شارع الزراعة._________________________ #أين_وقع_القارح
336,2016/01/05,10:20:20 PM,726,أين وقع القارح ؟,6:18 AMغارة جديدة تستهدف الجهة الشمالية الغربية للعاصمة صنعاء._________________________ #أين_وقع_القارح
337,2016/01/05,10:29:00 PM,733,أين وقع القارح ؟,السيارة المفخخة نوعها كاميري كانت تحمل رقم سعودي في بيت أحد المواطنين._________________________ #أين_وقع_القارح
338,2016/01/05,10:31:57 PM,745,أين وقع القارح ؟,6:29 AMغارة جديدة تستهدف الجهة الشمالية الغربية للعاصمة صنعاء باتجاه قاعدة الديلمي ومطار صنعاء الدولي. _________________________ #أين_وقع_القارح
339,2016/01/05,10:34:44 PM,754,أين وقع القارح ؟,6:33 AMغارة عنيفة جدا باتجاه قاعدة الديلمي ومطار صنعاء. _________________________ #أين_وقع_القارح
340,2016/01/05,10:39:08 PM,766,أين وقع القارح ؟,أنباء عن انفجار عبوة ناسفة بجانب مختبر الصحة المركزي - بنك الدم._________________________ #أين_وقع_القارح
341,2016/01/05,11:05:08 PM,796,أين وقع القارح ؟,سيارات المواطنين تضررت نتيجة استخدام العدوان لقنابل يرجح أنها انشطارية.
342,2016/01/05,2:30:02 AM,826,أين وقع القارح ؟,#صنعاءطيران العدوان يشن غارتين على الرئاسهو ثلاث غارات  على قاعدة المطار الساعه 10:15صباحاً_________________________#أين_وقع_القارح
343,2016/01/05,2:47:35 AM,845,أين وقع القارح ؟,#صنعاءطيران العدوان يشن ٤ غارات على الرئاسهو ثلاث غارات  على قاعدة المطار الساعه 10:15صباحاً_________________________#أين_وقع_القارح
344,2016/01/05,8:22:00 AM,822,أين وقع القارح ؟,عــاجـل:  #صنعاء: استشهاد أحد المواطنين بشظايا قنابل أسقطها طيران العدوان في منطقة مذبح ‎     _________________________#أين_وقع_القارح
345,2016/01/05,9:36:49 AM,828,أين وقع القارح ؟,#اليمن #صنعاء الطيران يحلق  في اجواء العاصمة صنعاء وضواحيها.6/1/2016    5:27 مساء      _________________________#أين_وقع_القارح
346,2016/01/05,9:57:16 AM,840,أين وقع القارح ؟,#اليمن #صنعاء غارة للطيران جوار التلفزيون 6/1/205        5:45 مساء      _________________________#أين_وقع_القارح
347,2016/01/06,12:05:37 PM,819,أين وقع القارح ؟,#صنعاءاربع غارات على النهدين والرئاسة الساعة 7:56     _________________________#أين_وقع_القارح
348,2016/01/06,12:08:55 PM,822,أين وقع القارح ؟,#صنعاءغارة على جبل النهدين الساعة 8:08 pm      _________________________#أين_وقع_القارح
349,2016/01/06,12:11:11 PM,818,أين وقع القارح ؟,#صنعاءغارة على دار الرئاسة الساعة 8:10 pm      _________________________#أين_وقع_القارح
350,2016/01/06,12:15:35 PM,815,أين وقع القارح ؟,#صنعاءغارة على دار الرئاسة الساعة 8:15 pm      _________________________#أين_وقع_القارح
351,2016/01/06,12:18:15 PM,835,أين وقع القارح ؟,#صنعاءغارة على دار الرئاسة الساعة 8:18 pm      _________________________#أين_وقع_القارح
352,2016/01/06,12:22:33 PM,841,أين وقع القارح ؟,رددو الدعاء اثناء القصف :إعتصمنا بذي الملك والملكوت وتحصنا بذي العزة والجبروت وتوكلنا على الحي الذي لايموت ورمينا كل من أرادنا بسوء أو مكروه بلاحول ولاقوة إلا بالله العلي العظيم ._________________________#أين_وقع_القارح
353,2016/01/06,12:50:00 PM,837,أين وقع القارح ؟,#صنعاءغاراتين على النهدين والرئاسة الساعة8:45 pm     _________________________#أين_وقع_القارح
354,2016/01/06,12:52:35 PM,833,أين وقع القارح ؟,#صنعاءغاراتين على النهدين والرئاسة الساعة8:50 pm     _________________________#أين_وقع_القارح
355,2016/01/06,12:58:25 PM,832,أين وقع القارح ؟,#صنعاءغارة على جبل النهدين الساعة8:57 pm     _________________________#أين_وقع_القارح
356,2016/01/06,1:03:29 PM,831,أين وقع القارح ؟,#صنعاءغارة على جبل النهدين الساعة9:02 pm     _________________________#أين_وقع_القارح
357,2016/01/06,1:11:35 PM,864,أين وقع القارح ؟,#صنعاءغارة على جبل النهدين الساعة9:10 pm     _________________________#أين_وقع_القارح
358,2016/01/06,1:16:54 PM,841,أين وقع القارح ؟,#صنعاءغارة على جبل النهدين جهة فندق شهران الساعة9:16 pm     _________________________#أين_وقع_القارح
359,2016/01/06,1:20:20 PM,844,أين وقع القارح ؟,#صنعاءاجمالي الغارات منذ مساء اليوم على جبل النهدين والرئاسة 16 غارة على النهدين والرئاسة      _________________________#أين_وقع_القارح
360,2016/01/06,1:31:56 PM,831,أين وقع القارح ؟,4 غارات على معسكر الصباحه
361,2016/01/06,1:32:40 PM,877,أين وقع القارح ؟,#صنعاء 4 غارات على معسكر الصباحة     _________________________#أين_وقع_القارح
362,2016/01/06,2:05:37 PM,853,أين وقع القارح ؟,#صنعاءاجمالي الغارات منذ مساء اليوم على جبل النهدين والرئاسة والصباحة16 غارة على النهدين والرئاسة 4 غارات على معسكر الصباحة      _________________________#أين_وقع_القارح
363,2016/01/06,2:14:26 PM,853,أين وقع القارح ؟,عاجلمصدر عسكري للمسيرة: انكسار زحف كبير للجيش السعودي ومرتزقته باتجاه حرض-ميدي على امتداد 30 كم      _________________________#أين_وقع_القارح
364,2016/01/06,2:18:22 PM,888,أين وقع القارح ؟,عاجلمصدر عسكري للمسيرة: العدوان مني بخسائر كبرى في صفوفه وعتاده خلال التصدي البطولي لزحف كبير باتجاه حرض-ميدي      _________________________#أين_وقع_القارح
365,2016/01/06,3:13:52 PM,835,أين وقع القارح ؟,اللجنة الثورية العليا تدعو للخروج في مسيرات للتنديد باستهداف العدوان لصنعاء والمدن بالقنابل العنقوديةسبأ: دعت اللجنة الثورية العليا جماهير الشعب للخروج في مسيرة كبرى عصر الجمعة للتنديد باستهداف العدوان السعودي الأمريكي للعاصمة صنعاء والمدن بالقنابل العنقودية . وأوضح بلاغ صادر عن اللجنة الثورية العليا تلقته وكالة الأنباء اليمنية (سبأ) أن هذه المسيرة تحت شعار " استهداف صنعاء والمدن بالعنقوديات جريمة إعدام جماعية".. مؤكدا أن استخدام العدوان السعودي الأمريكي للقنابل العنقودية والأسلحة المحرمة دوليا في قصف العاصمة صنعاء والمدن والمناطق والقرى يؤكد حقده الدفين على الشعب اليمني ومقدراته. وأشاد البلاغ بالصمود الاسطوري للشعب اليمني في مواجهة العدوان السعودي الأمريكي .. مشيرا إلى أنه سيتم تحديد مكان المسيرة لاحقا. _________________________#أين_وقع_القارح
366,2016/01/06,3:38:50 PM,883,أين وقع القارح ؟,ناطق القوات المسلحة يؤكد فشل قوى الغزو في التقدم في جبهتي حرض الطوال وميدي[06/يناير/2016]#صنعاء_سبأ: أكد الناطق الرسمي للقوات المسلحة العميد الركن شرف غالب لقمان، تحكم الجيش واللجان الشعبية في مسرح العمليات العسكرية الدائرة في جبهتي حرض الطوال ، وميدي . واوضح العميد لقمان في تصريح لوكالة الانباء اليمنية "سبأ" ان محاولات الزحف المتواصلة لقوى العدوان ومرتزقته باتجاه حرض الطوال وميدي والمدعومة بغطاء جوي كبير ، يتم التصدي له ببسالة نادرة، وبتكتيك عسكري محكم من قبل الجيش واللجان الشعبية المرابطة في المنطقة . واشار الى ان قوى الغزو والمرتزقة تكبدوا خسائر بشرية ومادية كبيرة جراء تلك المحاولات اليائسة، ولم ينالوا من زحوفاتهم تلك سوى ذل الهزيمة . واشار الى ان كثافة غارات تحالف العدوان خلال هذه اللحظات على العاصمة صنعاء وباقي المحافظات، هو ردة فعل جنونية لما تتعرض له قواتهم على الارض من ضربات موجعة . وحيا العميد لقمان صمود ابناء الشعب ووقوفهم الى جانب الجيش واللجان الشعبية في مواجهة تحالف العدوان السعودي الأمريكي. وأكد قدرة الجيش واللجان الشعبية وبمساندة الشعب على مواصلة معارك الشرف والبطولة في الدفاع عن الوطن ومكتسباته والحاق الهزيمة بالمعتدين. _________________________#أين_وقع_القارح
367,2016/01/06,4:34:47 PM,923,أين وقع القارح ؟,#صنعاءطيران العدوان يشن غارة على مديرية بني حشيش منطقة زجانحجهطيران العدوان يشن اربع غارات على منطقة الجراستهدفت مزارع ومساكن المواطنين#المخاءطيران العدوان يشن عدة غارات على معسكر خالد في المفرق_________________________#أين_وقع_القارح
368,2016/01/06,4:41:55 PM,900,أين وقع القارح ؟,#صنعاءغارة على جبل النهدينالساعة 12:37_________________________#أين_وقع_القارح
369,2016/01/06,6:12:36 PM,923,أين وقع القارح ؟,الحديدة : طيران العدوان يشن 4 غارات على منطقة دير الشريف مديرية برع_________________________#أين_وقع_القارح
370,2016/01/07,2:58:55 AM,919,أين وقع القارح ؟,#اليمن #صنعاء غارة للطيران على معسكر الامن المركزي _________________________#أين_وقع_القارح
